Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data
cg25993152,170627,36,X,NM_130775.1,0.782650551
cg25993718,140689,36,20,NM_080617.4,0.121663207
cg25994725,221481,36,6,NM_145028.3,0.722576916
cg25995212,6332,36,2,NM_002976.1,0.798946782
cg25995460,712,36,1,NM_015991.1,0.854806223
cg25995916,11108,36,12,NM_012406.3,0.062834087
cg25996835,585,36,15,NM_033028.2,0.075433551
cg25997474,126,36,4,NM_000669.3,0.475177998
cg25999015,284346,36,19,NM_174945.1,0.072037912
cg25999267,54977,36,3,NM_017875.1,0.033594316
cg25999486,9882,36,13,NM_014832.1,0.023546945
cg25999867,112937,36,11,NM_138416.1,0.043611158
cg26001030,9910,36,1,NM_014857.2,0.031469197
cg26001336,5864,36,19,NM_002866.3,0.030612463
cg26003813,5347,36,16,NM_005030.3,0.084990631
cg26005082,284424,36,19,NM_174947.2,0.062377659
cg26007077,6619,36,9,NM_003084.1,0.043307696
cg26008464,154091,36,6,NM_145176.1,0.027063052
cg26012103,8651,36,16,NM_003745.1,0.06298222
cg26014197,84891,36,16,NM_032805.1,0.787760315
cg26014796,80352,36,6,NM_025236.2,0.085230097
cg26015133,127943,36,1,NM_001002901.2,0.842839087
cg26018901,10699,36,4,NM_006587.2,0.125243875
cg26020513,2626,36,8,NT_077531.3,0.576788494
cg26021103,10162,36,12,NM_005768.5,0.03265534
cg26021476,56943,36,8,NM_020189.4,0.032262923
cg26021627,389658,36,8,NM_207413.1,0.122426177
cg26022315,11267,36,17,NM_007241.2,0.040823493
cg26022401,60489,36,22,NM_021822.1,0.2106702
cg26023204,4176,36,7,NM_182776.1,0.051471001
cg26023389,8521,36,6,NM_003643.2,0.71786742
cg26023751,92342,36,1,NM_033418.1,0.030531211
cg26024206,8427,36,7,NM_003575.1,0.049818656
cg26024531,8208,36,21,NM_005441.2,0.181874589
cg26024843,1289,36,9,NM_000093.2,0.076558521
cg26025891,9051,36,15,NM_003978.2,0.273951473
cg26025944,6340,36,16,NM_001039.2,0.077623696
cg26026726,2866,36,19,NM_005305.1,0.778143828
cg26029248,5210,36,3,NM_004567.2,0.03319051
cg26029902,57403,36,20,NM_020673.2,0.170318281
cg26033681,6638,36,15,NM_022805.2,0.412453587
cg26033710,6869,36,2,NM_001058.2,0.32644355
cg26035366,116135,36,3,NM_052953.2,0.08633811
cg26035463,23014,36,12,NM_033624.2,0.046601045
cg26035633,3421,36,X,NM_004135.2,0.148267573
cg26036443,30846,36,19,NM_014601.2,0.119503028
cg26039806,55298,36,11,NM_018320.3,0.043721972
cg26041297,10647,36,11,NM_006551.3,0.491939531
cg26043257,952,36,4,NM_001775.2,0.119947246
cg26043391,23219,36,1,NM_015176.1,0.075290254
cg26044825,4782,36,19,NM_005597.2,0.032121246
cg26045205,338094,36,1,NM_176782.1,0.930308429
cg26045220,57535,36,1,NM_020775.2,0.0412906
cg26045434,55806,36,8,NM_005144.3,0.135837647
cg26049501,90627,36,13,NM_052851.1,0.133961749
cg26050734,11189,36,1,NM_007185.3,0.366524661
cg26052367,2595,36,15,NM_198141.2,0.052326677
cg26053787,5631,36,X,NM_002764.2,0.509593663
cg26053864,70,36,15,NM_005159.3,0.0779363
cg26054395,22823,36,1,NM_007358.1,0.035206141
cg26054540,85409,36,5,NM_033120.2,0.027934557
cg26055770,23024,36,3,NM_015009.1,0.085940939
cg26057752,5224,36,7,NM_000290.2,0.374504665
cg26059153,140733,36,20,NM_080676.4,0.039732523
cg26059632,6700,36,1,NM_005988.2,0.519095187
cg26060255,64949,36,20,NM_030811.3,0.295962682
cg26061555,386757,36,16,NM_198857.1,0.756684714
cg26061772,22794,36,17,NM_007359.3,0.069151169
cg26062370,146395,36,16,NM_144675.1,0.057618116
cg26062856,57194,36,15,NM_024490.2,0.755635092
cg26063872,245936,36,20,NM_153324.2,0.741462251
cg26065841,79094,36,15,NM_024111.2,0.801804058
cg26065952,219927,36,11,NM_181512.1,0.105473856
cg26066361,64581,36,12,NM_022570.3,0.68592545
cg26069252,1958,36,5,NM_001964.2,0.044896122
cg26069745,3199,36,7,NM_006735.3,0.281463023
cg26071823,80344,36,14,NM_181357.1,0.055569635
cg26071978,84803,36,4,NM_032717.3,0.031084559
cg26073060,8668,36,1,NM_003757.1,0.805199446
cg26073856,2169,36,4,NM_000134.2,0.639603328
cg26074851,6500,36,5,NM_006930.2,0.047338883
cg26079320,57645,36,1,NM_017542.3,0.10093178
cg26079992,51654,36,20,NM_016408.2,0.035717254
cg26081162,135398,36,6,NM_153344.1,0.078737943
cg26081812,3567,36,5,NM_000879.2,0.741752947
cg26082838,23767,36,20,NM_013281.2,0.106993344
cg26083396,3614,36,7,NM_183243.1,0.019389468
cg26087862,2029,36,1,NM_004436.2,0.331724995
cg26088104,375444,36,5,NM_198566.1,0.064807161
cg26089280,80210,36,2,NM_025139.2,0.033127364
cg26090652,114902,36,11,NM_015645.2,0.077619619
cg26090660,118425,36,4,XR_000540.1,0.776458029
cg26091119,64645,36,1,NM_033055.2,0.032766815
cg26091142,57611,36,15,NM_020851.1,0.185437936
cg26091510,9860,36,1,NM_014813.1,0.07306589
cg26091679,84759,36,2,NM_032673.1,0.071422264
cg26091688,7752,36,16,NM_198087.1,0.052638143
cg26091981,3938,36,2,NM_002299.2,0.797087626
cg26093148,11189,36,1,NM_007185.3,0.350146168
cg26093687,8668,36,1,NM_003757.1,0.83118682
cg26093711,7444,36,2,NM_006296.3,0.053739738
cg26095194,1843,36,5,NM_004417.2,0.04812427
cg26096837,9965,36,11,NM_005117.2,0.327583717
cg26097271,10001,36,14,NM_005466.2,0.059524912
cg26099316,3699,36,3,NM_002217.2,0.792611203
cg26102760,23178,36,2,NM_015148.2,0.02234083
cg26104204,4294,36,19,NM_002446.2,0.044401979
cg26104206,9796,36,8,NM_014759.2,0.352091953
cg26104469,137868,36,8,NM_139167.1,0.580333466
cg26105232,3559,36,10,NM_000417.1,0.453850931
cg26106720,23673,36,1,NM_177424.1,0.835066352
cg26107778,57577,36,3,NM_020817.1,0.033410988
cg26109803,7479,36,10,NM_003393.2,0.770441153
cg26111030,2064,36,17,NT_010755.15,0.051935263
cg26111757,359710,36,20,NM_182658.1,0.782208397
cg26112353,55589,36,4,NM_017593.3,0.065468155
cg26112639,114548,36,1,NM_183395.1,0.452928296
cg26112901,116379,36,6,NM_181309.1,0.815951537
cg26113512,50853,36,3,NM_015873.2,0.085828421
cg26114571,60680,36,19,NM_021938.3,0.03698818
cg26116103,466,36,12,NM_005171.2,0.052747948
cg26116400,65991,36,X,NM_023934.3,0.203422267
cg26116551,9745,36,19,NM_014717.1,0.589740355
cg26117023,1796,36,2,NM_001381.2,0.037701433
cg26117431,127495,36,1,NM_144620.1,0.831495739
cg26119740,51400,36,11,NM_016147.1,0.192675837
cg26119796,5925,36,13,NT_024524.13,0.555654642
cg26123414,220064,36,11,NM_153451.2,0.039923484
cg26124016,5915,36,3,NM_000965.2,0.064424391
cg26125443,5436,36,11,NM_002696.1,0.03843029
cg26125600,5197,36,4,NM_002620.1,0.412582988
cg26127679,10635,36,12,NM_006479.2,0.08935316
cg26128092,49856,36,1,NM_017818.2,0.135204257
cg26128441,5024,36,11,NM_002559.2,0.813367755
cg26129270,7855,36,2,NM_003468.2,0.042616856
cg26129916,23163,36,17,NM_014001.2,0.055979366
cg26130726,51167,36,6,NM_016230.2,0.094277524
cg26131019,26018,36,3,NM_015541.2,0.095381275
cg26131911,339487,36,1,NM_178547.2,0.02627642
cg26132665,154313,36,6,NM_178823.2,0.057564976
cg26132853,10528,36,20,NM_006392.2,0.036568992
cg26133068,66035,36,22,NM_030807.2,0.161174489
cg26134665,112755,36,16,NM_052874.1,0.590611361
cg26135325,353142,36,1,NM_178431.1,0.550361093
cg26135716,2752,36,1,NM_001033056.1,0.042882686
cg26136776,10661,36,19,NM_006563.2,0.858902
cg26137790,10449,36,18,NM_006111.1,0.03984322
cg26137794,23545,36,12,NM_012463.2,0.029188219
cg26138224,5198,36,17,NM_012393.1,0.052963092
cg26139360,7866,36,3,NM_006764.3,0.028071218
cg26141626,2861,36,7,NM_005302.2,0.093071149
cg26143719,114904,36,22,NM_031910.3,0.571767354
cg26144265,28969,36,7,NM_014038.1,0.045953069
cg26145103,219902,36,11,NM_174926.1,0.100967906
cg26145228,22854,36,1,NM_014917.2,0.229906352
cg26146086,6206,36,6,NM_001016.3,0.035737212
cg26147132,94005,36,17,NM_033198.2,0.053450081
cg26147338,124751,36,17,NM_213597.1,0.874511829
cg26147480,23172,36,10,NM_032182.2,0.830421963
cg26147657,92104,36,2,NM_152275.2,0.049459589
cg26149550,55554,36,19,NM_023006.1,0.728753436
cg26149678,10068,36,11,NM_005699.2,0.417365563
cg26149738,79047,36,19,NM_024076.1,0.139997915
cg26150490,389852,36,X,NM_205856.1,0.175339849
cg26151310,6596,36,3,NM_003071.2,0.054150522
cg26151675,1269,36,1,NM_001841.1,0.398497512
cg26152597,26137,36,3,NM_015642.2,0.044292466
cg26153631,3226,36,12,NM_017409.2,0.281483152
cg26153642,285242,36,3,NM_182589.2,0.833817133
cg26154999,79843,36,2,NM_024785.2,0.466773922
cg26155152,58492,36,19,NM_021217.1,0.776202433
cg26155617,8528,36,6,NM_003649.2,0.768239672
cg26158194,4046,36,11,NM_002339.2,0.502650399
cg26158980,57053,36,11,NM_020402.2,0.906621047
cg26159905,136371,36,7,NM_080871.2,0.64021805
cg26159933,27159,36,1,NM_021797.2,0.699268102
cg26160573,26469,36,2,NM_014369.2,0.189307573
cg26162582,3742,36,12,NM_002235.2,0.117878774
cg26162695,60528,36,17,NM_018127.4,0.025791113
cg26163537,2887,36,7,NM_005311.3,0.150590284
cg26164184,2220,36,9,NM_004108.2,0.868868943
cg26164310,9890,36,1,NM_014839.3,0.085134794
cg26165608,10667,36,6,NM_006567.2,0.038865386
cg26168249,64145,36,3,NM_022340.2,0.057092662
cg26168975,64853,36,1,NM_022831.1,0.0577535
cg26170257,64412,36,20,NM_022482.3,0.787618139
cg26170660,2880,36,6,NM_001509.1,0.355068792
cg26171231,1182,36,4,NM_001829.2,0.072669575
cg26172108,136895,36,7,NM_138811.3,0.053704517
cg26174387,55754,36,6,NM_018247.2,0.064489858
cg26174752,81491,36,6,NM_030784.1,0.147691026
cg26177629,22931,36,10,NM_021252.3,0.0612769
cg26179948,221895,36,7,NM_175061.2,0.057286592
cg26180557,11281,36,7,NM_007252.2,0.850212418
cg26181372,229,36,9,NM_000035.2,0.749336868
cg26183662,10725,36,16,NM_138714.2,0.067724488
cg26185508,200008,36,1,NM_201546.2,0.612329036
cg26186727,81832,36,18,NM_138999.1,0.116652018
cg26187237,3485,36,2,NM_000597.2,0.063305657
cg26189983,7133,36,1,NM_001066.2,0.157148911
cg26190136,3419,36,15,NM_005530.2,0.073688617
cg26191951,6036,36,14,NM_002934.2,0.449050841
cg26194560,9330,36,2,NM_012086.1,0.082877756
cg26195577,57136,36,20,NM_020531.2,0.098903265
cg26195812,56896,36,2,NM_020134.2,0.081350236
cg26196700,6652,36,15,NM_003104.3,0.039287705
cg26197220,8848,36,13,NM_006022.2,0.024729644
cg26198776,8665,36,11,NM_003754.1,0.048020204
cg26198807,79096,36,11,NM_024113.3,0.576747111
cg26199493,286826,36,1,NM_173083.2,0.064333106
cg26200580,84498,36,6,NM_032448.1,0.127697145
cg26200585,57716,36,19,NM_020956.1,0.641372149
cg26201213,4255,36,10,NM_002412.2,0.399474457
cg26201579,25821,36,6,NM_133645.1,0.030710823
cg26202340,114609,36,11,NM_052887.2,0.120900769
cg26203861,149345,36,1,NM_198149.1,0.369155912
cg26205131,6531,36,5,NM_001044.2,0.054898536
cg26205432,5350,36,6,NM_002667.2,0.645659156
cg26206598,57580,36,20,NM_020820.2,0.605631641
cg26207503,4617,36,12,NM_005593.1,0.437769312
cg26208930,7161,36,1,NT_004321.17,0.851770989
cg26209058,56648,36,3,NM_020390.5,0.043384247
cg26209676,51545,36,19,NM_016535.3,0.228515131
cg26211698,79854,36,1,NM_024796.1,0.039359425
cg26212229,6632,36,18,NM_006938.2,0.870789242
cg26212924,1537,36,8,NM_001916.2,0.044475499
cg26215428,5311,36,4,NM_000297.2,0.766093751
cg26215727,6337,36,12,NM_001038.4,0.327143452
cg26216632,29798,36,2,NM_013310.3,0.768575043
cg26217633,54475,36,17,NM_001014445.1,0.050777022
cg26218269,10586,36,4,NM_006439.3,0.678599274
cg26219051,80274,36,22,NM_173050.1,0.165319473
cg26220350,5360,36,20,NM_182676.1,0.052452694
cg26220985,1805,36,1,NM_001937.3,0.762318831
cg26221491,140873,36,20,NM_080828.1,0.859822184
cg26221631,8538,36,11,NM_003658.3,0.048407576
cg26222045,388218,36,16,NM_207384.1,0.73150727
cg26222229,51645,36,6,NM_016059.3,0.05095959
cg26222407,10735,36,X,NM_006603.3,0.267574002
cg26223987,79683,36,6,NM_024630.2,0.037041039
cg26224139,138162,36,9,NM_144654.1,0.876248758
cg26226968,56916,36,4,NM_020159.1,0.037020612
cg26227005,1996,36,1,NM_021952.2,0.375553512
cg26227465,3458,36,12,NM_000619.2,0.742381844
cg26228569,9442,36,9,NM_004269.2,0.064300763
cg26229274,6583,36,5,NM_003059.2,0.033832465
cg26229607,9411,36,1,NM_004815.2,0.203908517
cg26229648,1270,36,11,NM_000614.2,0.840192384
cg26232005,54498,36,20,NM_019025.2,0.097655014
cg26232187,4916,36,15,NM_001007156.1,0.02852016
cg26232558,4994,36,17,NM_002550.1,0.765801247
cg26233209,9140,36,5,NM_004707.2,0.248594548
cg26233253,339665,36,22,NM_001001479.1,0.581099378
cg26233468,200185,36,1,NM_173852.3,0.022064538
cg26233529,79269,36,9,NM_024345.2,0.034708159
cg26233914,3687,36,16,NM_000887.3,0.203545001
cg26235710,127703,36,1,NM_152374.1,0.05741459
cg26238727,54575,36,2,NM_019075.2,0.781537327
cg26239051,23301,36,2,NM_015252.2,0.04761361
cg26239233,4261,36,16,NM_000246.2,0.265116393
cg26240353,4048,36,12,NM_000895.1,0.035490649
cg26240433,122509,36,14,NM_145249.1,0.079533184
cg26240939,57149,36,16,NM_020424.2,0.524652085
cg26244225,81575,36,12,NM_030817.1,0.659550032
cg26245011,64795,36,2,NM_022780.2,0.021590074
cg26245202,2005,36,1,NM_001973.2,0.721534482
cg26246138,10389,36,X,NM_006089.1,0.223863119
cg26246296,7295,36,9,NM_003329.2,0.031705947
cg26247501,388646,36,1,NM_207398.1,0.674614008
cg26248486,79738,36,12,NM_024685.2,0.043387984
cg26251101,23433,36,2,NM_012249.2,0.088621357
cg26251865,56269,36,19,NM_019612.2,0.41860781
cg26252167,2830,36,6,NM_005284.2,0.088569092
cg26255649,27109,36,14,NM_015684.2,0.02051091
cg26255848,2091,36,19,NM_001436.2,0.174713027
cg26256793,1301,36,1,NM_001854.2,0.163719409
cg26258330,79752,36,8,NM_024699.1,0.053165596
cg26258845,8745,36,2,NM_003812.2,0.038633586
cg26259363,1674,36,2,NM_001927.3,0.708144681
cg26259575,203068,36,6,NM_178014.2,0.028864898
cg26259610,11333,36,7,NM_014891.5,0.043782916
cg26259865,124220,36,16,NM_145252.1,0.754917085
cg26260201,54760,36,19,NM_017573.3,0.031927536
cg26260350,5013,36,2,NM_014562.2,0.056886256
cg26261431,55872,36,8,NM_018492.2,0.075338143
cg26264314,126206,36,19,NM_153447.2,0.770599509
cg26265060,6651,36,21,NM_032195.1,0.059684268
cg26265187,9924,36,12,NM_014871.2,0.908712766
cg26266098,84445,36,10,NM_032429.1,0.128009608
cg26266326,2641,36,2,NM_002054.2,0.725574003
cg26267038,22866,36,X,NM_014927.2,0.245901189
cg26267310,51171,36,19,NM_016246.2,0.208342879
cg26267341,332,36,17,NM_001168.2,0.041224575
cg26267561,5020,36,20,NM_000915.2,0.814233336
cg26270746,219409,36,13,NM_145657.1,0.105526108
cg26271255,94134,36,10,NM_018287.4,0.047587667
cg26272237,79587,36,13,NM_024537.1,0.025498868
cg26276530,55907,36,12,NM_018686.3,0.036127808
cg26277709,84909,36,9,NM_032823.3,0.032023753
cg26277809,4074,36,12,NM_002355.2,0.049910631
cg26279025,3589,36,19,NM_000641.2,0.281678088
cg26282150,2773,36,1,NM_006496.1,0.139387679
cg26282384,8641,36,5,NM_003736.2,0.105782778
cg26284390,64332,36,3,NM_031419.2,0.120754317
cg26285698,283897,36,16,NM_175900.2,0.515138753
cg26286036,7332,36,22,NM_198157.1,0.031546087
cg26287783,55776,36,6,NM_018322.1,0.043303942
cg26287988,574,36,21,NM_001187.1,0.875327706
cg26288160,54964,36,1,NM_017860.3,0.034634186
cg26289824,143879,36,11,NM_152433.2,0.033139807
cg26289880,54069,36,21,NM_018944.2,0.047811311
cg26292028,283446,36,12,NM_173597.1,0.806702408
cg26292864,81618,36,2,NM_001012514.1,0.045461711
cg26293512,374739,36,16,NM_199456.1,0.451012036
cg26294551,2814,36,3,NM_004488.1,0.821383169
cg26294850,10103,36,1,NM_005727.2,0.089299101
cg26295990,79724,36,16,NM_024671.2,0.043109385
cg26297688,90488,36,12,NM_152261.1,0.058092835
cg26298099,2103,36,14,NM_004452.2,0.860450745
cg26299767,28954,36,20,NM_014012.4,0.081728085
cg26301689,344838,36,3,NM_198504.1,0.969501302
cg26301777,79612,36,13,NM_024561.3,0.85446861
cg26301908,8651,36,16,NM_003745.1,0.047769875
cg26303908,132789,36,4,NM_138335.1,0.058061509
cg26304237,9829,36,1,NM_014787.2,0.08151296
cg26306976,9270,36,2,NM_022334.2,0.743491258
cg26309134,147947,36,19,NM_194319.1,0.0529392
cg26309498,10913,36,2,NM_022336.1,0.772566083
cg26309951,9643,36,X,NM_012286.1,0.11029157
cg26312150,7291,36,7,NM_000474.3,0.079823913
cg26312920,63974,36,7,NM_022728.2,0.526677225
cg26314781,11118,36,6,NM_007047.3,0.109606214
cg26315493,7415,36,9,NM_007126.2,0.05766552
cg26315802,6892,36,6,NM_003190.3,0.079368494
cg26316946,2898,36,6,NM_021956.2,0.222567132
cg26317056,23530,36,5,NM_012343.2,0.02767626
cg26317111,148581,36,1,NM_152489.1,0.919130928
cg26320696,55742,36,11,NM_018222.2,0.071676141
cg26322315,6119,36,7,NM_002947.3,0.563509254
cg26323655,10646,36,8,NM_006550.1,0.602477082
cg26324201,1022,36,5,NM_001799.2,0.062912278
cg26324973,4215,36,17,NM_002401.3,0.031011746
cg26328002,147495,36,18,NM_153000.3,0.076948639
cg26328611,60401,36,X,NM_021783.2,0.65301362
cg26330371,3998,36,18,NM_005570.2,0.077090119
cg26331192,51053,36,6,NM_015895.3,0.032875283
cg26331247,284805,36,20,NM_182584.1,0.522697703
cg26332534,3363,36,10,NM_019859.2,0.062689925
cg26333317,25840,36,12,NM_014033.2,0.0939465
cg26333591,5775,36,2,NM_002830.2,0.049437902
cg26333641,50616,36,12,NM_020525.4,0.834920378
cg26335299,84080,36,16,NM_032140.1,0.075867688
cg26336164,55527,36,19,NM_018708.1,0.030264031
cg26336277,84248,36,3,NM_001011537.1,0.066701669
cg26339797,1629,36,1,NM_001918.1,0.055927405
cg26344532,3651,36,13,NM_000209.1,0.070112379
cg26347745,55764,36,3,NM_018262.2,0.053494557
cg26349773,50617,36,7,NM_020632.1,0.725914677
cg26350286,54845,36,8,NM_017697.2,0.061455764
cg26350691,9726,36,16,NM_014699.2,0.075864445
cg26352374,92922,36,16,NM_033212.2,0.021089674
cg26353877,325,36,1,NM_001639.2,0.847824921
cg26354238,9125,36,2,NM_005444.1,0.081718698
cg26354398,5998,36,9,NM_134427.1,0.855388638
cg26354413,79723,36,10,NM_024670.3,0.049323065
cg26356176,112574,36,5,NM_052870.1,0.059959852
cg26357241,6814,36,1,NM_007269.1,0.055860714
cg26357453,25979,36,17,NM_015510.3,0.082391265
cg26357744,11186,36,3,NT_022517.17,0.054076303
cg26358059,9446,36,10,NM_004832.1,0.023264014
cg26358246,85025,36,7,NM_032936.2,0.053330744
cg26359204,4825,36,4,NM_006168.1,0.042742279
cg26359240,83693,36,16,NM_031463.3,0.865411018
cg26360732,5504,36,3,NM_006241.3,0.090455623
cg26361780,1360,36,3,NM_001871.2,0.870413013
cg26361928,10146,36,5,NM_005754.2,0.028760282
cg26363196,256435,36,1,NM_152996.1,0.089601577
cg26365553,8567,36,11,NM_130470.1,0.123478334
cg26365668,51023,36,4,NM_016067.1,0.491530202
cg26365854,60529,36,11,NT_009237.17,0.055500021
cg26366091,1117,36,1,NM_001025197.1,0.318221315
cg26368842,5305,36,10,NM_005028.3,0.657899072
cg26369642,90362,36,8,NM_147189.1,0.863267923
cg26369667,10413,36,11,NM_006106.2,0.024083334
cg26371206,631,36,20,NM_001195.2,0.060282678
cg26372517,339488,36,1,NM_178548.2,0.218939004
cg26372557,148022,36,19,NM_014261.1,0.937591496
cg26374101,92714,36,9,NM_152285.2,0.068582516
cg26376809,8975,36,3,NM_003940.1,0.01902538
cg26377677,5045,36,15,NM_002569.2,0.715813929
cg26379475,117157,36,1,NM_053282.4,0.706665517
cg26380756,9929,36,22,NM_014876.3,0.015136564
cg26381263,55844,36,10,NM_018461.2,0.868090385
cg26381783,23189,36,9,NM_153186.3,0.084428474
cg26382071,84817,36,17,NM_032731.2,0.037752391
cg26384034,112609,36,6,NM_138409.1,0.054849723
cg26385222,55365,36,7,NM_018487.2,0.264147126
cg26385286,2651,36,6,NM_145649.2,0.605189806
cg26385743,92856,36,2,NM_033416.1,0.855323622
cg26387998,9931,36,17,NM_014877.2,0.046160146
cg26388152,84940,36,17,NM_032854.1,0.095266336
cg26389232,63968,36,15,NR_001290.1,0.885403504
cg26390526,2312,36,1,NM_002016.1,0.822050185
cg26391080,387694,36,10,NM_207372.1,0.755290549
cg26392924,9963,36,5,NM_152685.2,0.156745004
cg26393983,10403,36,18,NM_006101.1,0.043613295
cg26394380,6439,36,2,NM_000542.2,0.715736449
cg26394737,63874,36,14,NM_022060.2,0.055310861
cg26394940,55267,36,22,NM_018280.1,0.144112685
cg26399035,55623,36,16,NM_017736.3,0.600630275
cg26399113,8473,36,X,NM_003605.3,0.270961408
cg26399201,134548,36,5,NM_175873.3,0.056207127
cg26401870,10361,36,8,NM_182795.1,0.158325723
cg26402828,5106,36,14,NM_004563.2,0.066402136
cg26403198,26233,36,8,NM_012162.1,0.038701169
cg26404725,340665,36,10,NM_183374.2,0.733268343
cg26406994,5910,36,4,NM_021159.3,0.065868469
cg26408003,54930,36,14,NM_017815.1,0.918760184
cg26408937,1643,36,11,NM_000107.1,0.042273109
cg26409237,56606,36,4,NM_020041.2,0.789122194
cg26410550,347686,36,15,NR_001294.1,0.627231641
cg26411702,10361,36,8,NM_182795.1,0.042847898
cg26412379,57502,36,X,NM_181332.1,0.359732019
cg26413355,167555,36,5,NM_205548.1,0.042977671
cg26413827,1602,36,13,NM_004392.4,0.115381809
cg26414720,4100,36,X,NM_004988.3,0.803875742
cg26414731,9491,36,20,NM_178578.1,0.74860419
cg26415633,3816,36,19,NM_002257.2,0.460546654
cg26415655,133396,36,5,NM_139017.3,0.49590021
cg26416466,84465,36,15,NM_032445.1,0.104099263
cg26417554,285367,36,3,NM_173659.2,0.616384436
cg26418544,83844,36,X,NM_031907.1,0.443796331
cg26420196,2621,36,13,NM_000820.1,0.096353805
cg26421123,28991,36,8,NM_014066.2,0.038409245
cg26422060,347853,36,11,NM_005995.2,0.890824747
cg26422832,23608,36,7,NM_013446.2,0.131963169
cg26424013,123879,36,16,NM_173475.1,0.010666989
cg26424956,2914,36,6,NM_000841.1,0.782038144
